InvoiceNo,InvoiceDate,ProductNo,Quantity,Unit,ProductName,PackSize,ChemicalName
1969,2015-06-09 00:00:00,637,1,pcs,Cotton Pack Diamond,25 pcs * pack,Cotton
1969,2015-06-09 00:00:00,26,1,stp,Amlong 5,10 tab * 3 stp * box,Amlodipine
1969,2015-06-09 00:00:00,789,1,pcs,Sino Plast Elastic,100 pcs * box,Plaster
1969,2015-06-09 00:00:00,108,2,stp,Coralan 5,14 tab * 4 stp * box,Ivabradine
1969,2015-06-09 00:00:00,307,1,stp,Siloxogene,10 tab * 30 stp * box,Aluminium Hydroxide
1969,2015-06-09 00:00:00,213,2,tab,Decolgen Forte,10 tab * 10 stp * box,Acetaminophen
1969,2015-06-09 00:00:00,256,2,tab,Alaxan Tab,10 tab * 10 stp * box,Ibuprofen and Paracetamol
1967,2015-06-09 00:00:00,232,2,stp,Flumox Cap,10 cap * 10 stp * box,Amoxicillin and Flucloxacillin
1967,2015-06-09 00:00:00,733,2,stp,Hawksone,5 cap * 40 stp * box,Piroxicam
1967,2015-06-09 00:00:00,246,1,stp,Zicam 7.5,10 tab * 10 stp * box,Meloxicam
1970,2015-06-09 00:00:00,4,1,box,Enat 400,10 cap * 3 stp * box,Vitamin E
1970,2015-06-09 00:00:00,291,1,stp,Myonal,10 tab * 3 stp * box,Eperisone Hydrochloride
1978,2015-07-09 00:00:00,101,1,stp,Repace 50,10 tab * 10 stp * box,Losartan Potassium
1978,2015-07-09 00:00:00,100,1,stp,Repace H,10 tab * 10 stp * box,"losartan Potassium, Hydrochlorothiazide"
1978,2015-07-09 00:00:00,259,1,stp,Paracap,10 tab * 10 stp * box,Paracetamol
1978,2015-07-09 00:00:00,2,7,sac,Royal D,50 sac * 20 box * 2ndBox,Electrolyte Beverage
1981,2015-07-09 00:00:00,18,1,stp,Supravit,10 tab * 10 stp * box,Multivitamins and Minerals
1981,2015-07-09 00:00:00,693,1,stp,Aspirex 81mg,10 tab * 10 stp * box,Aspirin 81mg
1971,2015-07-09 00:00:00,259,1,stp,Paracap,10 tab * 10 stp * box,Paracetamol
1971,2015-07-09 00:00:00,866,1,bot,????????????????,bot,Myanmar
1971,2015-07-09 00:00:00,590,1,sheet,Lion Plaster,10 sheet * pack,Plaster
1971,2015-07-09 00:00:00,213,1,stp,Decolgen Forte,10 tab * 10 stp * box,Acetaminophen
1971,2015-07-09 00:00:00,169,10,tab,Paracetamol Ygn,100 tab * bot,Paracetamol
1971,2015-07-09 00:00:00,173,1,stp,Omez,10 cap * 10 stp * box,Omeprazole
1971,2015-07-09 00:00:00,73,2,stp,Oramin F,5 cap * 6 stp * box,Multivitamins and Minerals
1971,2015-07-09 00:00:00,211,2,stp,Solmux Broncho,10 cap * 10 stp * box,Carbocisteine 500 mg
1971,2015-07-09 00:00:00,493,1,bot,Glycodin,bot,Cough Syrup
1971,2015-07-09 00:00:00,500,1,bot,Woods' Antihistamine,bot,Cough Syrup
1971,2015-07-09 00:00:00,419,1,pack,???????? ?????????????????,12 sac * pack,Myanmar Analgesic
1972,2015-07-09 00:00:00,438,1,bot,??????? ????????????????????? ???????,10 bot * pack,Myanmar Balm
1972,2015-07-09 00:00:00,540,1,stp,Vicee Lime,2 tab * 50 stp * box,Cevit 500mg
1972,2015-07-09 00:00:00,789,1,pcs,Sino Plast Elastic,100 pcs * box,Plaster
1972,2015-07-09 00:00:00,208,2,stp,Solvin Tablet,10 tab * 10 stp * box,Bromhexine
1972,2015-07-09 00:00:00,902,1,stp,bDiabetone,15 cap * 2 stp * box,Multivitamins and Minerals
1972,2015-07-09 00:00:00,162,1,bot,Cevit Pol,100 tab * bot,ascorbic acid
1972,2015-07-09 00:00:00,309,10,stp,Kremil S pink,4 tab * 25 stp * box,Aluminium Hydroxide and Simethicone
1972,2015-07-09 00:00:00,534,1,bot,Pen V POL,100 tab * bot,Pencillin V
1972,2015-07-09 00:00:00,22,1,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
1972,2015-07-09 00:00:00,789,1,pcs,Sino Plast Elastic,100 pcs * box,Plaster
1972,2015-07-09 00:00:00,789,1,pcs,Sino Plast Elastic,100 pcs * box,Plaster
1972,2015-07-09 00:00:00,911,1,bot,Spirit 100ml Plastic bot ?????,bot,Spirit
1972,2015-07-09 00:00:00,637,1,pcs,Cotton Pack Diamond,25 pcs * pack,Cotton
1972,2015-07-09 00:00:00,326,1,pcs,3 cc (JY) Syringe,120 pcs * box,Syringe
1972,2015-07-09 00:00:00,315,1,bot,Brand's Chicken 42ml,6 bot * box,Chicken Extract Syp
1973,2015-07-09 00:00:00,22,3,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
1973,2015-07-09 00:00:00,98,3,stp,Losar 25,10 tab * 10 stp * box,Losartan Potassium
1973,2015-07-09 00:00:00,94,3,stp,Inpanol 10,10 tab * stp,propranolol
1973,2015-07-09 00:00:00,70,1,stp,Revital,10 cap * 3 stp * box,Multivitamins and Minerals
1974,2015-07-09 00:00:00,431,5,bot,??????????,12 bot * dz,Myanmar Analgesic
1974,2015-07-09 00:00:00,260,2,stp,Lensen Tab,10 tab * 10 stp * box,Paracetamol
1974,2015-07-09 00:00:00,107,2,stp,Carvidon mr 35,10 tab * 10 stp * box,Trimetazidine Hydrochloride
1974,2015-07-09 00:00:00,122,3,stp,Ferrovit,10 cap * 5 stp * box,Ferrous Fumarate
1974,2015-07-09 00:00:00,153,2,stp,Neurion,10 tab * 100 stp * box,"B1, B6, B12"
1974,2015-07-09 00:00:00,154,1,stp,Neurobion Blue,10 tab * 10 stp * box,"B1, B6, B12"
1974,2015-07-09 00:00:00,641,1,stp,Allopurinol bpi strip,10 tab * 10 stp * box,Allopurinol
1974,2015-07-09 00:00:00,148,1,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
1974,2015-07-09 00:00:00,377,1,bot,Tiger Balm Cool 30gm,12 bot * box,Balm
1974,2015-07-09 00:00:00,8,1,box,Appeton Teen Grow,10 tab * 3 stp * box,Multivitamins and Minerals
1974,2015-07-09 00:00:00,125,1,stp,Atocor 10,10 tab * 10 stp * box,Atorvastatin
1974,2015-07-09 00:00:00,107,2,stp,Carvidon mr 35,10 tab * 10 stp * box,Trimetazidine Hydrochloride
1974,2015-07-09 00:00:00,313,1,bot,Brand's Nest 42gm,6 bot * box,Bird's Nest
1974,2015-07-09 00:00:00,728,1,stp,Citaz 100,10 tab * stp,Cilostazol
1974,2015-07-09 00:00:00,364,10,tab,Move Free,170 tab * bot,Glucosamine
1974,2015-07-09 00:00:00,17,1,stp,Vitacap,10 cap * 5 stp * box,Multivitamins and Minerals
1974,2015-07-09 00:00:00,261,1,stp,Biogesic Tab,10 tab * 50 stp * box,Paracetamol
1974,2015-07-09 00:00:00,678,1,stp,Januvia,14 tab * 2 stp * box,Sitagliptin phosphate
1974,2015-07-09 00:00:00,677,1,stp,Pioglit 30,10 tab * 5 stp * box,Pioglitazone Hydrochloride
1974,2015-07-09 00:00:00,436,1,bot,???????? ???????????????????????,12 bot * dz,Myanmar Analgesic
1974,2015-07-09 00:00:00,325,13,pcs,5 cc (JY) Syringe,100 pcs * box,Syringe
1974,2015-07-09 00:00:00,325,7,pcs,5 cc (JY) Syringe,100 pcs * box,Syringe
1974,2015-07-09 00:00:00,622,1,stp,Panagesic inj,5 amp * stp,Diclfenac 
1974,2015-07-09 00:00:00,606,5,Vial,Dexacort inj,24 Vial * box,Dexamethasone
1974,2015-07-09 00:00:00,839,2,amp,Buscopan inj (Buscogast),10 amp * 5 stp * box,Hyoscine Butylbromide
1974,2015-07-09 00:00:00,205,1,stp,Sofkof,10 cap * 10 stp * box,Cough tablet with Chlopheniramine 
1974,2015-07-09 00:00:00,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
1974,2015-07-09 00:00:00,583,1,Kit,Besure Test Kit,40 Kit * box,Test Kit
1974,2015-07-09 00:00:00,474,1,tube,Skineal,10 tube * pack,Ketoconazole
1974,2015-07-09 00:00:00,543,12,tab,Cevit Masa,1000 tab * bot,Cevit Sweet
1974,2015-07-09 00:00:00,16,1,stp,Nutrivita ,10 cap * 5 stp * box,Multivitamins and Minerals
1974,2015-07-09 00:00:00,543,50,tab,Cevit Masa,1000 tab * bot,Cevit Sweet
1974,2015-07-09 00:00:00,426,1,sac,????? ?????????,12 sac * dz,Myanmar Hipertension
1975,2015-07-09 00:00:00,255,1,box,Diclo-M,10 tab * 20 stp * box,Paracetamol and Diclofenac
1975,2015-07-09 00:00:00,818,5,stp,Denzo (Zandan 5),10 tab * 50 stp * box,Serratio-Peptidase 5mg
1975,2015-07-09 00:00:00,837,10,Vial,C Pen (Zedi),Vial,Benzylpencillin
1975,2015-07-09 00:00:00,616,2,box,Gentamycin Inj(FBC),10 amp * box,Gentamycin
1975,2015-07-09 00:00:00,774,2,box,B6 inj (Zedi),10 amp * box,b6
1975,2015-07-09 00:00:00,806,1,amp,Neurocetam inj,4 amp * box,Piracetam
1975,2015-07-09 00:00:00,608,1,amp,Alinamin F inj ????,10 amp * box,B Complex
1975,2015-07-09 00:00:00,606,2,Vial,Dexacort inj,24 Vial * box,Dexamethasone
1975,2015-07-09 00:00:00,919,2,Vial,Umicort inj,Vial,Hydrocortisone
1975,2015-07-09 00:00:00,738,2,box,Hydrocortisone (FBC) inj,10 amp * box,Hydrocortisone
1975,2015-07-09 00:00:00,623,2,stp,Analgin inj,10 amp * stp,Analgin
1975,2015-07-09 00:00:00,612,10,amp,b6 inj (Thai),100 amp * box,b6
1975,2015-07-09 00:00:00,611,10,amp,b12 inj (Thai),100 amp * box,b12
1975,2015-07-09 00:00:00,620,1,stp,Umeran inj,10 amp * stp,Diclofenac
1975,2015-07-09 00:00:00,775,1,box,B12 inj (Zedi),10 amp * box,b12
1976,2015-07-09 00:00:00,746,1,stp,Cipzy 500,10 tab * 10 stp * box,Ciprofloxacin
1976,2015-07-09 00:00:00,623,3,stp,Analgin inj,10 amp * stp,Analgin
1976,2015-07-09 00:00:00,616,3,box,Gentamycin Inj(FBC),10 amp * box,Gentamycin
1976,2015-07-09 00:00:00,774,3,box,B6 inj (Zedi),10 amp * box,b6
1976,2015-07-09 00:00:00,738,3,box,Hydrocortisone (FBC) inj,10 amp * box,Hydrocortisone
1976,2015-07-09 00:00:00,620,3,stp,Umeran inj,10 amp * stp,Diclofenac
1976,2015-07-09 00:00:00,919,5,Vial,Umicort inj,Vial,Hydrocortisone
1976,2015-07-09 00:00:00,611,20,amp,b12 inj (Thai),100 amp * box,b12
1976,2015-07-09 00:00:00,612,20,amp,b6 inj (Thai),100 amp * box,b6
1976,2015-07-09 00:00:00,775,3,box,B12 inj (Zedi),10 amp * box,b12
1976,2015-07-09 00:00:00,598,3,box,25% Glucose Zedi,5 amp * box,Glucose inj
1976,2015-07-09 00:00:00,534,1,bot,Pen V POL,100 tab * bot,Pencillin V
1976,2015-07-09 00:00:00,914,1,box,Metro 200,10 tab * 10 stp * box,Metronidazole
1976,2015-07-09 00:00:00,162,1,bot,Cevit Pol,100 tab * bot,ascorbic acid
1976,2015-07-09 00:00:00,836,2,amp,Sivkort Inj,5 amp * box,Triamcinolone
1976,2015-07-09 00:00:00,799,1,box,Alcohol Pad (Naung Yin),100 pcs * box,alcohol pad
1976,2015-07-09 00:00:00,400,1,box,??????????? ?????????? ???????,10 sac * box,Myanmar Luxative
1976,2015-07-09 00:00:00,624,3,stp,Bisolvin China inj,10 amp * stp,Bromhexine
1976,2015-07-09 00:00:00,1,1,stp,EVE,10 cap * 3 stp * box,Evening Primrose Oil
1976,2015-07-09 00:00:00,725,1,pcs,Thermometer (Naung Yinn),12 pcs * dz,thermometer
1977,2015-07-09 00:00:00,926,5,stp,Griseofulvin,10 tab * stp,griseofulin
1977,2015-07-09 00:00:00,627,1,box,Maxolon Pai inj,10 amp * box,Metoclopramide
1977,2015-07-09 00:00:00,848,1,pack,Sodamint 1000's (??????),1000 tab * pack,Sodamint
1979,2015-07-09 00:00:00,25,5,stp,ccb 5,10 tab * 5 stp * box,Amlodipine
1980,2015-07-09 00:00:00,61,1,bot,Protec ,60 tab * bot,Multivitamins and Minerals
1980,2015-07-09 00:00:00,163,1,bot,Bevit ,100 tab * bot,thiamine hydrochloride
1982,2015-07-09 00:00:00,333,1,stp,Dhatrin,10 tab * stp,Septrin
1982,2015-07-09 00:00:00,218,2,stp,Fluza 4's,4 tab * 25 stp * box,Paracetamol
1982,2015-07-09 00:00:00,261,2,stp,Biogesic Tab,10 tab * 50 stp * box,Paracetamol
1983,2015-08-09 00:00:00,22,1,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
1983,2015-08-09 00:00:00,305,1,stp,Air X,10 tab * 50 stp * box,semithicone
1983,2015-08-09 00:00:00,220,1,tab,Vicks,105 tab * bot,Cough Tablet
1983,2015-08-09 00:00:00,506,2,bot,Astymin Sus,bot,Aminoacids
1985,2015-08-09 00:00:00,206,1,stp,Bronchest,10 tab * 50 stp * box,Cough Tablet
1985,2015-08-09 00:00:00,358,1,stp,Chericof Loz,4 tab * 5 stp * box,Lozenges
1985,2015-08-09 00:00:00,870,1,bot,Spektrum 50+,60 tab * bot,Multivitamins and Minerals
1985,2015-08-09 00:00:00,453,1,bot,??????????? ????????????(??????),12 bot * dz,Myanmar anti-Inflammatory
1985,2015-08-09 00:00:00,409,1,sac,????????? ???????????,20 sac * pack,Myanmar Analgesic
1985,2015-08-09 00:00:00,83,2,stp,Amaten 50,10 tab * 10 stp * box,Atenolol 
1985,2015-08-09 00:00:00,185,9,stp,Enzyplex,4 tab * 25 stp * box,Digestive Enzyme
1985,2015-08-09 00:00:00,295,1,stp,Dolfenal 500,4 tab * 25 stp * box,Mefenamic Acid
1985,2015-08-09 00:00:00,274,1,stp,Duralax,10 tab * 10 stp * box,Bisacodyl
1986,2015-08-09 00:00:00,552,1,stp,DMR 30,30 tab * 2 stp * box,Gliclazide
1986,2015-08-09 00:00:00,553,1,stp,DMR 60,15 tab * 2 stp * box,Gliclazide
1986,2015-08-09 00:00:00,646,1,stp,VMR,20 tab * 3 stp * box,Trimetazidine Hydrochloride
1986,2015-08-09 00:00:00,148,5,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
1986,2015-08-09 00:00:00,133,1,stp,Aldactone Pfizer,10 tab * 10 stp * box,Spironolactone
1988,2015-08-09 00:00:00,553,1,stp,DMR 60,15 tab * 2 stp * box,Gliclazide
1988,2015-08-09 00:00:00,29,2,stp,Nifedi-Denk 10 Retard,10 tab * 10 stp * box,Nifedipine
1988,2015-08-09 00:00:00,30,2,stp,Nifedi-Denk 20 Retard,10 tab * 10 stp * box,Nifedipine
1988,2015-08-09 00:00:00,92,1,stp,Enam 10,10 tab * 10 stp * box,Enalapril
1989,2015-08-09 00:00:00,476,1,tube,Voltex Kool,12 tube * pack,cream
1989,2015-08-09 00:00:00,155,1,stp,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
1989,2015-08-09 00:00:00,789,1,pcs,Sino Plast Elastic,100 pcs * box,Plaster
1989,2015-08-09 00:00:00,705,24,roll,tape 1.25cm,24 roll * box,tape
1989,2015-08-09 00:00:00,860,1,bot,Spirit 500ml plastic mpf ygn,20 bot * box,methyl alcohol
1989,2015-08-09 00:00:00,429,2,sac,?????????? ,12 sac * pack,Myanmar Luxative
1991,2015-08-09 00:00:00,216,3,stp,Mucodyl tab,10 tab * 20 stp * box,Ambroxol and Cetrizine
1991,2015-08-09 00:00:00,173,3,stp,Omez,10 cap * 10 stp * box,Omeprazole
1991,2015-08-09 00:00:00,182,3,stp,Umetac 150,10 tab * 10 stp * box,Ranitidine
1991,2015-08-09 00:00:00,161,1,bot,Aminophylline bpi,100 tab * bot,Aminophylline
1992,2015-08-09 00:00:00,704,1,pcs,BP Cuff Mercury Kenxin,pcs,BP Cuff Sphymomanometer
1992,2015-08-09 00:00:00,701,1,pcs,Stethoscope G Pharm,pcs,Stethoscope
1993,2015-08-09 00:00:00,920,1,bot,DS Nirlife,bot,DS
1993,2015-08-09 00:00:00,324,10,pcs,20 cc (JY) Syringe,50 pcs * box,Syringe
1993,2015-08-09 00:00:00,921,1,bot,RL Nirlife,bot,RL
1993,2015-08-09 00:00:00,798,10,pcs,Butterfly Needle Kenxin,100 pcs * box,Butterfly Needle
1993,2015-08-09 00:00:00,530,1,bot,S2 Drip (Pai) ,bot,Drip
1993,2015-08-09 00:00:00,182,2,stp,Umetac 150,10 tab * 10 stp * box,Ranitidine
1993,2015-08-09 00:00:00,898,10,amp,Vitabion Inj,10 amp * 5 stp * box,"B1, B6, B12"
1993,2015-08-09 00:00:00,714,1,box,PadVimin,10 cap * 3 stp * box,Multivitamins and Minerals
1993,2015-08-09 00:00:00,122,2,stp,Ferrovit,10 cap * 5 stp * box,Ferrous Fumarate
1993,2015-08-09 00:00:00,329,1,bot,mb-clox dry susp,bot,Ampicillin and Cloxacillin
1993,2015-08-09 00:00:00,174,2,stp,Zosec,10 cap * 10 stp * box,Omeprazole
1993,2015-08-09 00:00:00,790,1,box,S2 IV (Pai),5 amp * box,Aminoacids
1993,2015-08-09 00:00:00,629,1,stp,Multivita inj,5 amp * stp,Multivitamins
1993,2015-08-09 00:00:00,598,2,box,25% Glucose Zedi,5 amp * box,Glucose inj
1993,2015-08-09 00:00:00,607,10,amp,Nuramin Forte inj,25 amp * box,B Complex
1993,2015-08-09 00:00:00,608,1,amp,Alinamin F inj ????,10 amp * box,B Complex
1993,2015-08-09 00:00:00,606,2,Vial,Dexacort inj,24 Vial * box,Dexamethasone
1993,2015-08-09 00:00:00,806,3,amp,Neurocetam inj,4 amp * box,Piracetam
1993,2015-08-09 00:00:00,810,1,bot,Multivita Tab,1000 tab * bot,Multivitamins
1994,2015-08-09 00:00:00,100,3,stp,Repace H,10 tab * 10 stp * box,"losartan Potassium, Hydrochlorothiazide"
1994,2015-08-09 00:00:00,99,1,stp,Losar 50,10 tab * 10 stp * box,Losartan Potassium
1995,2015-08-09 00:00:00,86,1,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
1995,2015-08-09 00:00:00,155,1,stp,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
1995,2015-08-09 00:00:00,744,1,stp,Safen,10 tab * 10 stp * box,Clopidogrel
1984,2015-08-09 00:00:00,240,1,stp,Para-Denk 500,10 tab * 2 stp * box,Paracetamol
1984,2015-08-09 00:00:00,329,1,bot,mb-clox dry susp,bot,Ampicillin and Cloxacillin
1984,2015-08-09 00:00:00,496,1,bot,Solmux Sus 60ml,bot,Cough Syrup
1987,2015-08-09 00:00:00,5,1,bot,Vita-Kid,60 tab * bot,Multivitamins and Minerals
1987,2015-08-09 00:00:00,162,1,bot,Cevit Pol,100 tab * bot,ascorbic acid
1987,2015-08-09 00:00:00,374,2,stp,Obelit,10 cap * stp,Orlistat
1990,2015-08-09 00:00:00,723,2,bot,Lilac 120ml,bot,Lactulose
1990,2015-08-09 00:00:00,723,1,bot,Lilac 120ml,bot,Lactulose
1990,2015-08-09 00:00:00,650,1,bot,NS Claris,bot,NS
1990,2015-08-09 00:00:00,755,1,pcs,25 cc (Surgicare) Syringe,50 pcs * box,Syringe
1990,2015-08-09 00:00:00,629,1,amp,Multivita inj,5 amp * stp,Multivitamins
1990,2015-08-09 00:00:00,798,1,pcs,Butterfly Needle Kenxin,100 pcs * box,Butterfly Needle
1990,2015-08-09 00:00:00,266,1,stp,Stugeron,10 tab * 25 stp * box,Cinnarizine
1990,2015-08-09 00:00:00,138,1,box,Natrilix SR,10 tab * 3 stp * box,Indapamide 1.5
1990,2015-08-09 00:00:00,443,2,sac,????? ???????,12 sac * pack,Myanmar Cold Medicine
1990,2015-08-09 00:00:00,411,1,sac,?????? ???????,50 sac * pack,Myanmar Analgesic
1990,2015-08-09 00:00:00,24,2,stp,Stamlo 5,10 tab * 10 stp * box,Amlodipine
1990,2015-08-09 00:00:00,304,1,stp,Allercet,10 tab * 10 stp * box,Cetrizine
1990,2015-08-09 00:00:00,748,1,stp,Vitahome Cap 5 Strip,10 cap * 5 stp * box,Multivitamins and Minerals
1998,2015-09-09 00:00:00,20,1,stp,iiCare,10 cap * 3 stp * box,Eye 
1998,2015-09-09 00:00:00,644,1,stp,Cardimax SR,10 tab * 5 stp * box,Trimetazidine Hydrochloride
1998,2015-09-09 00:00:00,86,2,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
1998,2015-09-09 00:00:00,111,1,stp,Clopilet,10 tab * 3 stp * box,Clopidogrel
1998,2015-09-09 00:00:00,123,1,stp,Avas 10,10 tab * 3 stp * box,Atorvastatin
1998,2015-09-09 00:00:00,90,1,stp,Cardiopril 5,10 tab * 10 stp * box,Ramipril
1998,2015-09-09 00:00:00,714,1,stp,PadVimin,10 cap * 3 stp * box,Multivitamins and Minerals
2001,2015-09-09 00:00:00,598,1,box,25% Glucose Zedi,5 amp * box,Glucose inj
2001,2015-09-09 00:00:00,775,1,box,B12 inj (Zedi),10 amp * box,b12
2001,2015-09-09 00:00:00,235,1,stp,Uciclox 500,10 cap * 10 stp * box,Ampicillin and Cloxacillin
2001,2015-09-09 00:00:00,685,2,stp,Ubimol Forte,10 tab * 10 stp * box,Ibuprofen and Paracetamol
2001,2015-09-09 00:00:00,303,2,stp,Zyncet,10 tab * 20 stp * box,Cetrizine
2001,2015-09-09 00:00:00,182,2,stp,Umetac 150,10 tab * 10 stp * box,Ranitidine
2001,2015-09-09 00:00:00,246,1,stp,Zicam 7.5,10 tab * 10 stp * box,Meloxicam
2001,2015-09-09 00:00:00,708,1,stp,Nefiampi 500,10 cap * 10 stp * box,Amoxicillin and Cloxacillin
2004,2015-09-09 00:00:00,388,2,bot,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
2004,2015-09-09 00:00:00,225,1,stp,Norbactin ,10 tab * 10 stp * box,Norfloxacin
2004,2015-09-09 00:00:00,12,1,stp,Sylgan S,15 cap * 6 stp * box,Liver Protect
2004,2015-09-09 00:00:00,360,2,stp,Degirol,4 tab * 25 stp * box,Lozenges
2004,2015-09-09 00:00:00,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
2004,2015-09-09 00:00:00,118,1,stp,Calbo 500,10 tab * 10 stp * box,Calcium
2004,2015-09-09 00:00:00,17,1,stp,Vitacap,10 cap * 5 stp * box,Multivitamins and Minerals
1996,2015-09-09 00:00:00,584,1,Strip,BST-HCG,10 Strip * pack,Strip
1996,2015-09-09 00:00:00,57,2,tab,Enervon-C 100's,100 tab * bot,B complex with C
1996,2015-09-09 00:00:00,355,1,stp,Strepsil Cool,6 tab * 4 stp * box,Lozenges
1996,2015-09-09 00:00:00,871,4,sac,Mybacin Box,40 sac * box,Neomycin
1996,2015-09-09 00:00:00,236,2,stp,Brumox 500,10 cap * 10 stp * box,Amoxicillin
1996,2015-09-09 00:00:00,435,1,bot,??????????(????????) ????????,12 bot * dz,Myanmar Balm
1996,2015-09-09 00:00:00,379,1,bot,?????? ???????,6 bot * 2 pack * dz,Balm
1996,2015-09-09 00:00:00,96,1,stp,Perigard 2,10 tab * stp,perindopril
1996,2015-09-09 00:00:00,310,50,tab,MOM 1000's Thai,1000 tab * bot,Milk of Magnesia
1996,2015-09-09 00:00:00,723,1,bot,Lilac 120ml,bot,Lactulose
1996,2015-09-09 00:00:00,643,3,stp,Trivedon MR,10 tab * 10 stp * box,Trimetazidine Hydrochloride
1996,2015-09-09 00:00:00,117,1,stp,Ocium,10 tab * 3 stp * box,Calcium with Vitamin D3
1996,2015-09-09 00:00:00,315,1,bot,Brand's Chicken 42ml,6 bot * box,Chicken Extract Syp
1996,2015-09-09 00:00:00,714,1,box,PadVimin,10 cap * 3 stp * box,Multivitamins and Minerals
1996,2015-09-09 00:00:00,714,1,stp,PadVimin,10 cap * 3 stp * box,Multivitamins and Minerals
1996,2015-09-09 00:00:00,714,1,box,PadVimin,10 cap * 3 stp * box,Multivitamins and Minerals
1996,2015-09-09 00:00:00,684,1,box,Diane 35,21 tab * box,cyproterone
1996,2015-09-09 00:00:00,137,1,stp,Moduretic ????,10 tab * 10 stp * box,Amiloride Hydrochloride and Hydrochlorothiazide
1997,2015-09-09 00:00:00,631,1,bot,bCoversyl 5,30 tab * bot,perindopril
1997,2015-09-09 00:00:00,109,1,stp,Vastarel Mr,30 tab * 2 stp * box,Trimetazidine Hydrochloride
1997,2015-09-09 00:00:00,220,2,tab,Vicks,105 tab * bot,Cough Tablet
1999,2015-09-09 00:00:00,633,2,stp,bLyrica,14 tab * stp,Pregabalin
2000,2015-09-09 00:00:00,355,1,stp,Strepsil Cool,6 tab * 4 stp * box,Lozenges
2000,2015-09-09 00:00:00,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
2000,2015-09-09 00:00:00,148,2,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
2000,2015-09-09 00:00:00,597,2,pcs,Neobun ,10 pcs * 25 pack * box,Plaster
2000,2015-09-09 00:00:00,260,1,stp,Lensen Tab,10 tab * 10 stp * box,Paracetamol
2000,2015-09-09 00:00:00,313,1,bot,Brand's Nest 42gm,6 bot * box,Bird's Nest
2000,2015-09-09 00:00:00,41,1,stp,Rowachol,10 cap * 5 stp * box,Hepato-Biliary
2000,2015-09-09 00:00:00,22,1,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
2000,2015-09-09 00:00:00,259,1,stp,Paracap,10 tab * 10 stp * box,Paracetamol
2000,2015-09-09 00:00:00,445,1,bot,?????????,12 bot * dz,Myanmar Balm
2000,2015-09-09 00:00:00,157,4,stp,Princi-B Fort,10 tab * 30 stp * box,"B1, B6, B12"
2002,2015-09-09 00:00:00,107,1,stp,Carvidon mr 35,10 tab * 10 stp * box,Trimetazidine Hydrochloride
2002,2015-09-09 00:00:00,107,5,stp,Carvidon mr 35,10 tab * 10 stp * box,Trimetazidine Hydrochloride
2002,2015-09-09 00:00:00,85,2,box,Cardivas 6.25,10 tab * 3 stp * box,Carvedilol
2002,2015-09-09 00:00:00,693,3,stp,Aspirex 81mg,10 tab * 10 stp * box,Aspirin 81mg
2002,2015-09-09 00:00:00,808,3,stp,Candelong 8,10 tab * 10 stp * box,Candersatan 
2002,2015-09-09 00:00:00,37,2,stp,Monotrate OD 25,10 tab * 10 stp * box,Isosorbide Mononitrate
2002,2015-09-09 00:00:00,347,1,bot,Mega 3 100's,100 cap * bot,Omega 3 Fish Oil
2002,2015-09-09 00:00:00,185,3,stp,Enzyplex,4 tab * 25 stp * box,Digestive Enzyme
2003,2015-09-09 00:00:00,339,1,bot,Dexoptic N,bot,Eye Drop
2003,2015-09-09 00:00:00,266,1,stp,Stugeron,10 tab * 25 stp * box,Cinnarizine
2005,2015-10-09 00:00:00,404,1,bot,???????? ??????????????? ???????????,12 bot * dz,Myanmar Balm
2005,2015-10-09 00:00:00,465,1,bot,???????? ????????????????????,12 bot * dz,Myanmar Cough Medicine
2005,2015-10-09 00:00:00,206,1,stp,Bronchest,10 tab * 50 stp * box,Cough Tablet
2005,2015-10-09 00:00:00,385,2,sac,????????? ???????????????????? ????,10 sac * 12 pack * 2ndPack,Myanmar Cough Medicine
2005,2015-10-09 00:00:00,729,1,stp,Mebaal 500,10 tab * 3 stp * box,Mecobalamin
2005,2015-10-09 00:00:00,677,2,stp,Pioglit 30,10 tab * 5 stp * box,Pioglitazone Hydrochloride
2005,2015-10-09 00:00:00,163,1,bot,Bevit ,100 tab * bot,thiamine hydrochloride
2005,2015-10-09 00:00:00,714,1,stp,PadVimin,10 cap * 3 stp * box,Multivitamins and Minerals
2005,2015-10-09 00:00:00,652,1,sac,???????? ????????????? ???????????,sac,Myanmar Hypertension
